"Service Request Description","Department","Method Received","Created Date","Block/Address","Street","Ward","Sub-Type"
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 10, 2022 01:03:53 PM","38##","RICHARDIE","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 20, 2022 01:00:29 PM","13##","BRUCE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 21, 2022 02:53:10 PM","23##","MEIGHEN","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 20, 2022 10:34:43 AM","7##","BROCK","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 25, 2022 03:49:32 PM"," ","HOMEDALE BLVD & WYANDOTTE ST E","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 26, 2022 02:58:25 PM","106##","MULBERRY","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 27, 2022 08:52:03 AM","19##","LONGFELLOW","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 27, 2022 08:54:53 AM"," ","RICHMOND ST & WALKER RD","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 27, 2022 10:02:18 AM","5##","HILL","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 27, 2022 11:00:33 AM","10##","GLIDDEN","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 27, 2022 01:07:21 PM"," ","HAWTHORNE DR & LAUZON PKY","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 28, 2022 03:56:40 PM"," ","DOMINION BLVD & GRAND MARAIS RD W","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 29, 2022 08:19:00 AM","9##","LEMONWOOD","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 29, 2022 11:07:50 AM"," ","CAMPBELL AVE & TAYLOR AVE","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 29, 2022 02:11:01 PM","23##","AUBIN","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 11, 2022 09:27:53 AM"," ","RANKIN AVE & GRAND MARAIS RD W","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 11, 2022 09:35:24 AM"," ","CRAWFORD AVE & UNIVERSITY AVE W","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 11, 2022 10:50:05 AM","22##","KILDARE","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 11, 2022 11:29:41 AM","17##","HICKORY","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 11, 2022 11:32:10 AM","44##","TECUMSEH","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 11, 2022 03:08:31 PM"," ","EUGENIE ST E & LILLIAN AVE","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 11, 2022 03:09:59 PM"," ","STANLEY ST & PARENT AVE","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 23, 2022 01:14:08 PM","27##","TECUMSEH","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","DEC 05, 2022 10:37:31 AM","10##","WALKER","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 05, 2022 09:28:13 AM"," ","GOYEAU ST & UNIVERSITY AVE E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","APR 05, 2022 09:25:53 AM"," ","BROADWAY ST & SANDWICH ST","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 04, 2022 11:15:12 AM","5##","STANLEY","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 18, 2022 12:47:45 PM","45##","HOWARD","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 18, 2022 12:51:04 PM"," ","PARK ST E & FREEDOM WAY","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 22, 2022 12:23:34 PM"," ","FREEDOM WAY & PARK ST E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","APR 29, 2022 08:35:53 AM"," ","STONEYBROOK CRES & SOUTHWOOD LAKES BLVD","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","APR 29, 2022 08:52:18 AM"," ","JEFFERSON ST & CORONATION ST","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 29, 2022 02:36:17 PM"," ","GILES BLVD W & JANETTE AVE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 02, 2022 08:55:15 AM"," ","HOWARD AVE & MCDOUGALL ST","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 02, 2022 09:50:52 AM","5##","JARVIS","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAY 02, 2022 11:22:53 AM"," ","LEGACY PARK DR & WALKER RD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Web Intake","MAY 02, 2022 03:16:35 PM"," "," ","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAY 19, 2022 10:28:39 AM","99##","TECUMSEH","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 24, 2022 03:55:56 PM"," ","RIVERSIDE DR E & PRADO PL","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 11, 2022 01:26:54 PM"," ","WALLACE AVE & HOWARD AVE","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUL 12, 2022 09:11:36 AM","5##","SCOFIELD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 05, 2022 12:51:19 PM"," ","GOYEAU ST & UNIVERSITY AVE E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 20, 2022 09:39:48 AM"," ","DOUGALL AVE & SOUTH CAMERON BLVD","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 20, 2022 12:44:35 PM"," ","HOWARD AVE & TECUMSEH RD E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 20, 2022 02:06:12 PM"," ","DOUGALL AVE & SOUTH CAMERON BLVD","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 20, 2022 02:47:24 PM"," ","HOWARD AVE & TECUMSEH RD E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 03, 2022 10:41:01 AM","16##","WYANDOTTE","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","JUN 06, 2022 09:04:37 AM","17##","BENJAMIN","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 07, 2022 09:24:22 AM"," ","WILDWOOD DR & TREELINE CRT","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 09:03:22 AM"," ","RIVERSIDE DR E & PILLETTE RD","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 10:37:45 AM"," ","WINDSOR AVE & TECUMSEH RD E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 12:39:18 PM"," ","CENTRAL AVE & TECUMSEH RD E","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 01:15:05 PM"," ","CENTRAL AVE & MILLOY ST","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 10:15:44 AM","18##","HICKORY","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","FEB 28, 2022 12:52:12 PM"," ","RIVERSIDE DR E & PILLETTE RD","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","FEB 28, 2022 01:32:27 PM"," ","GILES BLVD W & OUELLETTE AVE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 02:05:37 PM"," ","HOWARD AVE & WALLACE AVE","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 31, 2022 04:00:36 PM","68##","CHARLIE BROOKS","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 04, 2022 09:18:27 AM","32##","PARKWOOD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 04, 2022 10:01:21 AM","2##","MONTROSE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 04, 2022 10:02:03 AM","1##","MONTROSE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 04, 2022 02:15:06 PM","9##","PARENT","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 12, 2022 09:09:29 AM","35##","NORTH SERVICE","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 12, 2022 11:57:17 AM","31##","PARKWOOD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 12, 2022 11:58:35 AM","31##","PARKWOOD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 12, 2022 12:06:34 PM","31##","PARKWOOD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 14, 2022 10:30:14 AM"," ","LAUZON PKY & HAWTHORNE DR","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 19, 2022 02:02:33 PM"," ","OUELLETTE PL & DOUGALL AVE","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 09, 2022 11:32:30 AM"," ","EC ROW AVE E & WOODLAWN AVE","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 20, 2022 12:24:54 PM"," ","RIVERSIDE DR E & GOYEAU ST","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 20, 2022 12:31:47 PM","25##","DOUGALL","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 20, 2022 12:43:46 PM","25##","DOUGALL","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 19, 2022 01:12:55 PM"," ","OUELLETTE PL & DOUGALL AVE","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 20, 2022 10:50:45 AM","3##","RIVERSIDE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 23, 2022 02:14:06 PM"," ","NORFOLK ST & ACADEMY DR","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 28, 2022 03:25:54 PM"," ","DOUGALL PKY W & SIXTH CONCESSION RD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 24, 2022 12:04:49 PM"," ","CENTRAL AVE & SEMINOLE ST","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 24, 2022 12:12:58 PM"," ","UNIVERSITY AVE E & PARENT AVE","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 24, 2022 12:25:38 PM"," ","NORTHWOOD ST & RANKIN AVE","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","FEB 24, 2022 12:41:57 PM","1##","CALIFORNIA","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 24, 2022 01:18:11 PM","9##","JARVIS","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 05, 2022 03:20:50 PM","32##","EDISON","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 05, 2022 10:24:43 AM","3##","EDINBOROUGH","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 19, 2022 08:21:02 AM"," ","HAYES RD & AIRPORT RD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 20, 2022 10:09:22 AM"," ","ERIE ST W & VICTORIA AVE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 19, 2022 03:40:15 PM"," ","MARK AVE & LABELLE ST","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 20, 2022 09:27:44 AM","54##","RHODES","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 10, 2022 01:30:35 PM"," ","EC ROW EXPY E & DOMINION BLVD","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 12, 2022 02:49:11 PM","28##","DOMINION","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 12, 2022 03:03:58 PM","17##","WALKER","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 13, 2022 11:28:38 AM","64##","RIVERSIDE","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 09, 2022 09:42:51 AM"," ","RICHMOND ST & WALKER RD","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 09, 2022 10:32:01 AM"," ","BYNG RD & MOXLAY AVE","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAY 09, 2022 02:06:30 PM","34##","BLOOMFIELD","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 09, 2022 01:47:57 PM"," ","DUFFERIN PL & HANNA ST E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAY 09, 2022 02:07:26 PM","34##","BLOOMFIELD","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAY 09, 2022 02:05:33 PM","34##","BLOOMFIELD","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 13, 2022 02:11:12 PM"," ","DOMINION BLVD & GRAND MARAIS RD W","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 13, 2022 02:12:52 PM","30##","DOUGALL","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 13, 2022 03:03:18 PM","99##","TECUMSEH","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 14, 2022 09:23:45 AM"," ","PILLETTE RD & TECUMSEH RD E","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 09, 2022 02:46:51 PM","30##","WOODLAWN","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 10, 2022 09:16:15 AM","12##","CRAWFORD","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 18, 2022 11:24:07 AM"," ","WOODWARD BLVD & DIVISION RD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 17, 2022 08:49:46 AM","45##","RHODES","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 10, 2022 10:24:11 AM","31##","RADISSON","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 18, 2022 02:32:23 PM"," ","PRINCE RD & CARMICHAEL RD","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAY 10, 2022 01:53:44 PM","32##","EDISON","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Web Intake","MAY 18, 2022 08:21:02 PM"," "," ","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAY 10, 2022 01:54:33 PM","32##","EDISON","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAY 10, 2022 01:55:18 PM","32##","EDISON","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 10, 2022 01:56:05 PM","33##","EDISON","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 10, 2022 03:21:22 PM","33##","CHURCH","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 11, 2022 10:15:02 AM"," ","JEFFERSON BLVD & QUEEN ELIZABETH DR","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 19, 2022 08:46:23 AM"," ","LENS AVE & PARKWOOD AVE","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 03, 2022 12:23:15 PM"," ","PROVINCIAL RD & WALKER RD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 07, 2022 02:35:29 PM","37##","NORTHWAY","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 27, 2022 09:01:37 AM","9666##","EC ROW OFF","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 17, 2022 08:32:10 AM","9666##","EC ROW OFF","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 24, 2022 02:30:03 PM"," ","ERSKINE ST & STRABANE AVE","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 24, 2022 02:35:37 PM","15##","DUFFERIN","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 12:26:01 PM","5##","RANDOLPH","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 12:31:19 PM","30##","WOODLAND","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 02:45:14 PM"," ","SOMME AVE & CENTRAL AVE","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","FEB 28, 2022 09:39:11 AM"," ","RIVERSIDE DR E & GOYEAU ST","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 02:34:45 PM","17##","CHILVER","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 03:49:42 PM"," ","BROADWAY ST & OJIBWAY PKY","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 01, 2022 02:21:19 PM","21##","RICHMOND","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 01, 2022 02:33:38 PM","59##","ONTARIO","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 01, 2022 03:24:17 PM","21##","LONGFELLOW","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 01:23:39 PM","30##","WOODLAND","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 03:34:03 PM"," ","CENTRAL AVE & SOMME AVE","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 01, 2022 01:51:01 PM","15##","DUFFERIN","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 03, 2022 03:15:13 PM","18##","PARTINGTON","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 07, 2022 08:46:48 AM","22##","WALKER","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 30, 2022 03:34:41 PM"," ","MOUNT CARMEL DR & CABANA RD W","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 31, 2022 08:22:55 AM"," ","BERNARD RD & MILLOY ST","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 31, 2022 11:36:12 AM"," ","WALKER RD & TECUMSEH RD E","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 31, 2022 01:00:52 PM","33##","BLOOMFIELD","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 31, 2022 01:01:15 PM"," ","BLOOMFIELD RD & CHIPPAWA ST","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 31, 2022 01:14:54 PM","32##","GIRARDOT","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 31, 2022 02:13:04 PM"," ","SYDNEY AVE & BLISS RD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 31, 2022 02:48:51 PM","32##","DOUGALL","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 01, 2022 08:59:14 AM"," ","SYDNEY AVE & BYNG RD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 01, 2022 10:55:11 AM","5##","ATKINSON","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 07, 2022 03:19:54 PM"," ","METCALFE ST & ROSSINI BLVD","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 08, 2022 10:17:58 AM"," ","MEMORIAL DR & LINCOLN RD","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 08, 2022 01:34:00 PM"," ","TECUMSEH RD W & HURON CHURCH RD","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 08, 2022 03:16:37 PM"," ","HANNA","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 08, 2022 03:45:15 PM","14##","DIVISION","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 01, 2022 11:33:49 AM","17##","LONGFELLOW","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 02, 2022 11:04:05 AM","18##","GRATIOT","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 05, 2022 03:40:31 PM","6##","ATKINSON","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 10, 2022 03:21:24 PM"," ","LIBERTY ST & CHURCH ST","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 27, 2022 09:04:25 AM","9666##","EC ROW OFF","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 19, 2022 11:33:33 AM","9666##","EC ROW OFF","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 14, 2022 10:49:26 AM","29##","LANGLOIS","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 14, 2022 12:04:00 PM","10##","FELIX","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 01, 2022 11:41:14 AM","5##","STANLEY","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 09, 2022 09:13:39 AM","22##","WALKER","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 16, 2022 08:21:11 AM","8##","JANETTE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","JUL 12, 2022 01:46:43 PM","1##","MCKAY","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 06, 2022 09:12:54 AM"," ","MCKAY AVE & DOMINION BLVD","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","APR 11, 2022 10:51:19 AM"," ","WYANDOTTE ST E & DROUILLARD RD","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 11, 2022 11:19:59 AM","79##","TECUMSEH","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 11, 2022 11:20:44 AM","71##","TECUMSEH","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 11, 2022 09:07:51 AM"," ","DIVISION RD & CABANA RD E","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 11, 2022 11:44:43 AM"," ","ST LOUIS AVE & RIVERSIDE DR E","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 11, 2022 01:34:57 PM","33##","PARKWOOD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 25, 2022 12:32:37 PM"," ","TECUMSEH RD W & HURON CHURCH RD","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 05, 2022 11:04:05 AM"," ","HOWARD AVE & TECUMSEH RD E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 05, 2022 11:06:29 AM"," ","TECUMSEH RD E & HOWARD AVE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Web Intake","MAY 10, 2022 02:32:18 PM"," "," ","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 13, 2022 09:49:20 AM","36##","WILDWOOD","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","OCT 14, 2022 02:35:42 PM"," ","LAUZON PKY & FOREST GLADE DR","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 09, 2022 02:11:39 PM"," ","HOWARD AVE & TECUMSEH RD E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 10, 2022 10:09:59 AM","11##","CALIFORNIA","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 10, 2022 10:22:43 AM","1##","HANNA","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 10, 2022 10:37:47 AM"," ","OUELLETTE AVE & PARK ST E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 10, 2022 11:05:43 AM"," ","DROUILLARD RD & WYANDOTTE ST E","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 10, 2022 11:49:32 AM","32##","VIRGINIA PARK","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 10, 2022 12:48:31 PM","13##","BRUCE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 21, 2022 04:00:14 PM","31##","MULBERRY","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 22, 2022 10:42:20 AM"," ","MCDOUGALL ST & UNIVERSITY AVE E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 22, 2022 11:59:50 AM"," ","HAWTHORNE DR & LAUZON PKY","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 22, 2022 12:44:24 PM","8##","BRIDGE","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 25, 2022 08:19:30 AM","4##","JANETTE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 25, 2022 10:34:21 AM"," ","LAUZON PKY & FOREST GLADE DR","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 25, 2022 03:55:14 PM"," ","WALKER RD & RICHMOND ST","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 26, 2022 09:22:36 AM","35##","ROCKWELL","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 26, 2022 10:55:25 AM","8##","LINCOLN","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 26, 2022 01:10:06 PM"," ","CENTRAL AVE & ONTARIO ST","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 26, 2022 01:59:28 PM"," ","WALKER RD & RIVERSIDE DR E","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 27, 2022 11:11:59 AM"," ","CENTRAL AVE & TECUMSEH RD E","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 26, 2022 02:54:59 PM"," ","RICHMOND ST & WALKER RD","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 25, 2022 10:35:49 AM"," ","EC ROW OFF RAMP E & WALKER RD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 25, 2022 10:38:32 AM"," ","EC ROW OFF RAMP E & WALKER RD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 18, 2022 10:34:07 AM"," ","YPRES AVE & ALEXIS RD","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","SEP 13, 2022 02:49:35 PM","5##","TOURNIER","WARD 2"," "
